,level_0,index,name,desc,type,egg_group
247,247,96,마기라스,어떤 공격에도 꿈쩍도 하지 않는 몸을 가졌기 때문에 자꾸 승부를 걸어온다.주변 지형을 바꾸는 정도쯤은 쉽게 해낼 정도의 힘을 가지고 있다.주위에 신경 쓰지 않는 대담한 성격.한쪽 팔을 움직이는 것만으로도 산을 무너뜨리고 땅을 울리게 하는 엄청난 힘을 감추고 있다.자신의 거처를 만들기 위해 산 하나를 부숴버릴 정도로 강한 파워를 지녔다. 싸울 상대를 찾아 산을 떠돈다.주변 지형을 바꾸는 정도쯤은 쉽게 해낼 정도의 힘을 가지고 있다.주위에 신경 쓰지 않는 대담한 성격.어떤 공격에도 꿈쩍도 하지 않는 몸을 가졌기 때문에 자꾸 승부를 걸어온다.마기라스가 난동부리면 산이 무너지고 강이 메워지므로 지도를 다시 그려야 한다.어떤 공격에도 꿈쩍도 하지 않는 몸을 가졌기 때문에 자꾸 승부를 걸어온다.주변 지형을 바꾸는 정도쯤은 쉽게 해낼 정도의 힘을 가지고 있다.주위에 신경 쓰지 않는 대담한 성격.마기라스가 난동부리면 산이 무너지고 강이 매워지므로 지도를 다시 그려야 한다.지축을 울리면서 걸으면 큰 산조차 무너지며 주변의 지형은 변해버린다.한쪽 팔을 움직이는 것만으로도 산을 무너뜨리고 땅을 울리게 하는 엄청난 힘을 감추고 있다.마기라스가 난동을 부리면 산이 무너지고 강이 메워지므로 지도를 다시 그려야 한다.자신의 거처를 만들기 위해 산 하나를 부숴버릴 정도로 강한 파워를 지녔다. 싸울 상대를 찾아 산을 떠돈다.싸울 상대를 찾아 산을 떠돈다. 만나도 격이 떨어지는 상대라고 무시하고 떠나간다.앞길에 산이 있으면 무너뜨리고 집이 있으면 파괴하는 걸어다니는 재해 포켓몬이다.,"바위,악",괴수
248,248,97,루기아,매우 강한 능력을 가졌기 때문에 깊은 바다 밑에서 조용히 시간을 보낸다고 전해진다.바다의 신이라고 전해지는 포켓몬이다. 폭풍 치는 밤에 모습을 봤다는 이야기가 전해져온다.심하게 거친 바다를 잠재울 정도로 엄청난 힘을 지녔다. 폭풍이 몰아칠 때 모습을 드러낸다고 전해진다.가벼운 날갯짓만으로도 민가를 날려버릴 만한 파괴력을 지니고 있어서 해저에서 사람들 몰래 살게 됐다.바다의 신이라고 전해지는 포켓몬이다. 폭풍 치는 밤에 모습을 봤다는 이야기가 전해져온다.매우 강한 능력을 가졌기 때문에 깊은 바다 밑에서 조용히 시간을 보낸다고 전해진다.깊은 해구의 밑바닥에서 잠잔다. 루기아가 날개를 치면 40일 동안 폭풍우가 계속된다고 전해진다.매우 강한 능력을 가졌기 때문에 깊은 바다 밑에서 조용히 시간을 보낸다고 전해진다.바다의 신이라고 전해지는 포켓몬이다. 폭풍 치는 밤에 모습을 봤다는 이야기가 전해져온다.깊은 해구의 밑바닥에서 잠잔다. 루기아가 날개를 치면 40일 동안 폭풍우가 계속된다고 전해진다.바다의 신이라고 전해지는 포켓몬이다. 폭풍 치는 밤에 모습을 봤다는 이야기가 전해져온다.가벼운 날갯짓만으로도 민가를 날려버릴 만한 파괴력을 지니고 있어서 해저에서 사람들 몰래 살게 됐다.,"에스퍼,비행",알미발견
249,249,98,칠색조,무지개색의 훌륭한 날개로 세계의 하늘을 날고 있다는 신화로 전해지는 포켓몬이다.몸은 일곱 빛으로 빛나고 날아간 자리에는 무지개가 생긴다는 신화 속에 남아 있는 포켓몬이다.마음이 올바른 트레이너의 앞에 무지개색의 날개를 빛내며 모습을 드러낸다고 전해진다.빛이 닿는 각도에 따라 일곱 빛깔로 반짝이는 깃털은 행복을 가져다준다고 한다.무지개 끝에 산다고 전해진다.몸은 일곱 빛으로 빛나고 날아간 자리에는 무지개가 생긴다는 신화 속에 남아 있는 포켓몬이다.무지개색의 훌륭한 날개로 세계의 하늘을 날고 있다는 신화로 전해지는 포켓몬이다.무지개색 날개를 가지고 있다. 칠색조를 본 사람은 영원한 행복이 약속된다고 한다.무지개색의 훌륭한 날개로 세계의 하늘을 날고 있다는 신화로 전해지는 포켓몬이다.몸은 일곱 빛으로 빛나고 날아간 자리에는 무지개가 생긴다는 신화 속에 남아 있는 포켓몬이다.무지개색 날개를 가지고 있다. 칠색조를 본 사람은 영원한 행복이 약속된다고 한다.몸은 일곱 빛으로 빛나고 날아간 자리에는 무지개가 생긴다는 신화 속에 남아 있는 포켓몬이다.마음이 올바른 트레이너의 앞에 무지개색의 날개를 빛내며 모습을 드러낸다고 전해진다.빛이 닿는 각도에 따라 일곱 빛깔로 반짝이는 깃털은 행복을 가져다준다고 한다.무지개 끝에 산다고 전해진다.,"불꽃,비행",알미발견
250,250,99,세레비,시간을 넘어 여기저기를 방황한다.세레비가 모습을 나타낸 숲은 초목이 무성해진다고 한다.세레비가 모습을 감춘 숲 깊은 곳에 남겨진 알은 미래로부터 가져온 듯하다.숲의 신으로 받들여 모셔지고 있다. 아름다운 숲이 있는 곳에 세레비가 나타난다.시간을 넘어 미래에서 찾아온 포켓몬이다.세레비가 모습을 나타내는 한 밝은 미래가 기다린다고 여겨지고 있다.세레비가 모습을 감춘 숲 깊은 곳에 남겨진 알은 미래로부터 가져온 듯하다.시간을 넘어 여기저기를 방황한다.세레비가 모습을 나타낸 숲은 초목이 무성해진다고 한다.시간을 초월하는 힘을 사용한다. 평화로운 시대에만 모습을 볼 수 있다고 전해진다.시간을 넘어 여기저기를 방황한다.세레비가 모습을 나타낸 숲은 초목이 무성해진다고 한다.세레비가 모습을 감춘 숲 깊은 곳에 남겨진 알은 미래로부터 가져온 듯하다.시간을 초월하는 힘을 사용한다. 평화스러운 시대에만 모습을 보인다고 한다.시간을 넘어 여기저기를 방황한다.세레비가 모습을 나타낸 숲은 초목이 무성해진다고 한다.시간을 초월하는 힘을 사용한다. 평화스러운 시대에만 모습을 보인다고 한다.시간을 넘어 미래에서 찾아온 포켓몬이다.세레비가 모습을 나타내는 한 밝은 미래가 기다린다고 여겨지고 있다.,"에스퍼,풀",알미발견
251,251,0,나무지기,다리 뒤의 작은 가시를 박아 수직인 벽을 올라갈 수 있다. 굵은 꼬리로 힘껏 쳐서 공격한다.침착 냉정 어떤 일에도 동요하지 않는다. 체격이 큰 포켓몬이 노려봐도 한 발 짝도 물러서지 않고 같이 노려본다.숲의 큰 나무에 집을 만들고 산다. 줄을 쳐서 경계하며 다가오는 적을 격렬하게 위협. 숲의 나무를 지키는 포켓몬이라 알려지고 있다.수직으로 된 벽도 쭉쭉 타고 올라간다. 꼬리로 공기 중의 습도를 감지해서 내일 날씨를 맞힌다.발바닥에는 작은 가시가 많이 달렸기 때문에 벽이나 천장을 걸을 수 있다.발바닥의 작은 가시가 벽이나 천장에 걸리므로 거꾸로 매달려도 떨어지지 않는다.발바닥에는 작은 가시가 많이 달렸기 때문에 벽이나 천장을 걸을 수 있다.수직으로 된 벽도 쭉쭉 타고 올라간다. 꼬리로 공기 중의 습도를 감지해서 내일 날씨를 맞힌다.발바닥의 작은 가시가 벽이나 천장에 걸리므로 거꾸로 매달려도 떨어지지 않는다.다리 뒤의 작은 가시를 박아 수직인 벽을 올라갈 수 있다. 굵은 꼬리로 힘껏 쳐서 공격한다.침착 냉정 어떤 일에도 동요하지 않는다. 체격이 큰 포켓몬이 노려봐도 한 발 짝도 물러서지 않고 같이 노려본다.,풀,"괴수,드래곤"
252,252,1,나무돌이,몸에서 난 잎사귀는 숲 속에서 적으로부터 몸을 숨길 때 편리하다. 밀림에 사는 나무 타기의 명수이다.가지에서 가지로 가볍게 뛰어다닌다. 아무리 빠른 포켓몬도 숲 속에서 나무돌이를 잡기란 불가능하다.울창하고 무성한 숲의 안에서는 몸으로부터 달린 나뭇잎이 적의 눈으로부터나무돌이의 모습을 감춰주고 있다.발달된 넓적다리의 근육이 경이적인 순발력과 점프력을 발생시킨다.밀림에 서식한다. 가지에서 가지로 뛰어 옮겨가며 이동해서 먹이에 접근한다.큰 나뭇가지에서 다른 가지로 가볍게 뛰어 이동한다. 경이로운 순발력이다.밀림에 서식한다. 가지에서 가지로 뛰어 옮겨가며 이동해서 먹이에 접근한다.몸에서 난 잎사귀는 숲 속에서 적으로부터 몸을 숨길 때 편리하다. 밀림에 사는 나무 타기의 명수이다.가지에서 가지로 가볍게 뛰어다닌다. 아무리 빠른 포켓몬도 숲 속에서 나무돌이를 잡기란 불가능하다.,풀,"괴수,드래곤"
253,253,2,나무킹,몸에 난 잎사귀는 예리한 칼과 같다. 빠른 몸놀림으로 나뭇가지를 뛰어다니며 적의 머리 위나 배후에서 덮친다.등의 씨앗에는 나무를 건강하게 만드는 영양이 많이 채워져 있다고 전해진다. 숲의 나무를 소중히 키우고 있는 포켓몬이다.정글에서는 적수가 없을 정도로 강하다. 초목을 소중하게 키우는 포켓몬.햇볕을 쬐면서 체온을 조절한다.팔에 자란 나뭇잎은 칼같이 날이 들었다.나뭇가지를 경쾌한 몸놀림으로 날아올라서 적을 덮친다.팔에 자란 잎사귀는 큰 나무도 싹둑 배어 넘어뜨리는 정도다. 밀림에서 싸움에서는 무적이다.정글을 가볍게 뛰어 팔에 자란 예리하며 잘 드는 잎날로 먹이를 꼼짝 못하게 한다.팔에 자란 잎사귀는 큰 나무도 싹둑 베어 넘어뜨리는 정도다. 밀림의 싸움에서는 무적이다.정글을 가볍게 뛰어 팔에 자란 예리하며 잘 드는 잎날로 먹이를 꼼짝 못하게 한다.몸에 난 잎사귀는 예리한 칼과 같다. 빠른 몸놀림으로 나뭇가지를 뛰어다니며 적의 머리 위나 배후에서 덮친다.등의 씨앗에는 나무를 건강하게 만드는 영양이 많이 채워져 있다고 전해진다. 숲의 나무를 소중히 키우고 있는 포켓몬이다.,풀,"괴수,드래곤"
254,254,3,아차모,트레이너에게 바짝 붙어 아장아장 걷는다. 입에서 날리는 불꽃은 섭씨 1000도다. 상대를 새까맣게 태우는 작열하는 불덩이다.체내에 불꽃을 태우는 곳이 있어서 껴안으면 따끈따끈 정말 따뜻하다. 전신이 푹신푹신한 깃털로 덮여있다.적에게 위협당하면 몸에서 만든 불덩이를 입에서 내뱉어 공격한다.주변이 보이지 않는 어둠에 약하다.몸속에 불꽃 주머니를 지니고 있어서 껴안으면 따끈따끈하다. 살아 있는 한 계속 불타오른다.체내에 불꽃이 타오르고 있어 껴안으면 매우 따뜻하다. 1000도의 불꽃을 내뱉는다.체내에 불꽃이 타오르고 있어 껴안으면 무척 따뜻하다. 1000도의 불구슬을 날린다.배에 불꽃을 태우는 주머니를 가지고 있어 껴안으면 난로처럼 따뜻하다.체내에 불꽃이 타오르고 있어 껴안으면 무척 따뜻하다. 1000도의 불구슬을 날린다.몸속에 불꽃 주머니를 지니고 있어서 껴안으면 따끈따끈하다. 살아 있는 한 계속 불타오른다.체내에 불꽃이 타오르고 있어 껴안으면 무척 따뜻하다. 1000도의 불구슬을 날린다.트레이너에게 바짝 붙어 아장아장 걷는다. 입에서 날리는 불꽃은 섭씨 1000도다. 상대를 새까맣게 태우는 작열하는 불덩이다.체내에 불꽃을 태우는 곳이 있어서 껴안으면 따끈따끈 정말 따뜻하다. 전신이 푹신푹신한 깃털로 덮여있다.,불꽃,육상
255,255,4,영치코,산과 들을 뛰어다니며 하반신을 단련한다. 스피드와 파워를 겸비한 다리는 1초에 10번 킥을 날린다.부리에서 토해 내는 작렬하는 불꽃과 뛰어난 파괴력의 킥으로 싸운다. 울음소리가 커서 무척 시끄럽다.1초에 10번의 발차기를 찰 수 있다. 강하고 호전적이어서 상대가 항복하기 전까지공세를 유지하며 폭력을 행사한다.날카로운 울음소리를 내며 집중력을 향상시킨다. 발로 내는 기술은 파괴력 발군이다.영치코의 숙련된 발차기는 1초에 10번을 날릴 정도로 능숙하다.날카로운 울음소리로 적을 위협한다.1초에 킥을 10번 날릴 정도로 발을 사용하는 기술에 능하다. 날카로운 울음소리로 위협한다.싸우게 되면 체내의 불꽃이 세차게 타오른다. 킥은 파괴력이 굉장하다.1초에 킥을 10번 날릴 정도로 발을 사용하는 기술에 능하다. 날카로운 울음소리로 위협한다.싸우게 되면 체내의 불꽃이 세차게 타오른다. 킥은 파괴력이 굉장하다.산과 들을 뛰어다니며 하반신을 단련한다. 스피드와 파워를 겸비한 다리는 1초에 10번 킥을 날린다.부리에서 토해 내는 작렬하는 불꽃과 뛰어난 파괴력의 킥으로 싸운다. 울음소리가 커서 무척 시끄럽다.,"불꽃,격투",육상
256,256,5,번치코,싸우게 되면 손목에서 작열하는 불꽃을 뿜어 올려 용감히 덤벼든다. 상대가 버거울수록 강렬히 불타오른다.강인한 하반신을 지녀 30층짜리 빌딩도 가볍게 뛰어넘을 수 있다. 불꽃의 펀치로 상대를 새까맣게 태운다.펀치와 킥으로 이루어진 무술을 연마한다.수년이 지나면 오래된 깃털은 태워져 버리고 그자리에 새롭고 유연한 깃털이 다시 돋아난다.강적을 만나면 손목에서 불꽃을 내뿜는다. 점프로 빌딩을 뛰어넘는 다릿심을 가졌다.손목에서 뿜어져 나오는 불꽃으로 둘러쌓인 주먹은 적을 까맣게 태워 버린다.손목에서 뿜어낸 불꽃으로 주먹을 둘러싼 펀치는 상대를 까맣게 태워 버린다.30층 빌딩을 점프로 넘는 점프력을 가졌다. 불꽃펀치가 상대를 태운다.손목에서 뿜어낸 불꽃으로 주먹을 둘러싼 펀치는 상대를 까맣게 태워 버린다.30층 빌딩을 점프로 넘는 점프력을 가졌다. 불꽃펀치가 상대를 태운다.강적을 만나면 손목에서 불꽃을 내뿜는다. 점프로 빌딩을 뛰어넘는 다릿심을 가졌다.싸우게 되면 손목에서 작열하는 불꽃을 뿜어 올려 용감히 덤벼든다. 상대가 버거울수록 강렬히 불타오른다.강인한 하반신을 지녀 30층짜리 빌딩도 가볍게 뛰어넘을 수 있다. 불꽃의 펀치로 상대를 새까맣게 태운다.,"불꽃,격투",육상
257,257,6,물짱이,머리의 지느러미는 매우 민감한 레이더다.물이나 공기의 움직임을 통해 눈을 쓰지 않고 주변의 상황을 알아낼 수 있다.물속에서는 뺨의 아가미로 호흡한다. 위급해지면 몸보다 큰 바위를 산산이 부숴버리는 파워를 발휘한다.육중에서는 4개의 다리를 분발해서 큰 바위를 들어 올리며 파워를 발휘한다. 물가의 진흙에 몸을 묻고 잠을 잔다.큰 꼬리지느러미로 물을 차면 점점 스피드가 올라간다. 작은 몸이라도 힘이 세다.머리의 지느러미로 물의 흐름을 느껴 주위의 상황을 파악한다. 바위를 들어올릴 정도로 힘이 세다.큰 돌을 조각조각으로 부수는 파워를 가졌다. 강바닥에 쌓인 진흙에 몸을 묻고 쉰다.머리의 지느러미로 물의 흐름을 느껴 주위의 상황을 파악한다. 바위를 들어올릴 정도로 힘이 세다.머리의 지느러미는 매우 민감한 레이더다.물이나 공기의 움직임을 통해 눈을 쓰지 않고 주변의 상황을 알아낼 수 있다.물속에서는 뺨의 아가미로 호흡한다. 위급해지면 몸보다 큰 바위를 산산이 부숴버리는 파워를 발휘한다.,물,"괴수,수중1"
258,258,7,늪짱이,지상에서도 생활할 수 있도록 몸의 표면을 얇은 점막이 둘러싸고 있다.썰물이 된 해안에서 흙놀이를 한다.물속을 헤엄치는 것보다 진흙 속에서 이동하는 편이 훨씬 빠르게 이동할 수 있다.하반신이 발달하여 두 다리로 걷는다.다리가 단련되어서 2개의 다리가 되었다.피부가 건조해지면 약해져버리기 때문에 진흙 놀이를 해서 수분을 보충한다.진흙이 묻은 발밑으로 본령을 발휘한다. 움직이지 못하고 꼼짝 못하는 상대를 한숨에 덮친다.발밑이 질퍽거려도 잘 걸을 수 있는 튼튼한 다리를 가졌다. 진흙에 몸을 묻고 잠잔다.걸쭉하게 질퍽거리는 땅을 밟으며 생활하면서 단련되어 팔다리가 강인해졌다.발밑이 질퍽거려도 잘 걸을 수 있는 튼튼한 다리를 가졌다. 진흙에 몸을 묻고 잠잔다.지상에서도 생활할 수 있도록 몸의 표면을 얇은 점막이 둘러싸고 있다.썰물이 된 해안에서 흙놀이를 한다.물속을 헤엄치는 것보다 진흙 속에서 이동하는 편이 훨씬 빠르게 이동할 수 있다.하반신이 발달하여 두 다리로 걷는다.,"물,땅","괴수,수중1"
259,259,8,대짱이,무게 1톤 이상인 바위 덩어리를 가볍게 잡아당기는 파워를 지닌 포켓몬이다. 탁해진 물속도 들여다볼 수 있는 시력을 지녔다.대짱이는 파도 소리나 바닷바람의 아주 작은 차이를 지느러미로 감지하여 태풍을 예감한다. 태풍이 불면 바위를 쌓아서 둥지를 지킨다.폭풍이 가까이 올 때 거대한 파도를 예감하면 바위를 쌓아올려 해안에 있는 집을 지킨다.제트스키와 호각의 스피드로 헤엄친다.양팔은 바위처럼 딱딱하며 한 번 휘둘러서 상대를 때려눕힌다.아름다운 모래해변에 집을 짓는다.큰 배를 끌며 헤엄치는 파워의 소유자이다. 굵은 팔을 한번 휘둘러 상대를 때려눕힌다.돌처럼 딱딱한 팔을 한 번 휘두르는 것만으로 거대한 돌을 조각조각으로 부순다.큰 배를 끌며 헤엄치는 파워의 소유자이다. 굵은 팔을 한 번 휘둘러 상대를 때려눕힌다.돌처럼 딱딱한 팔을 한 번 휘두르는 것만으로 거대한 돌을 조각조각으로 부순다.무게 1톤 이상인 바위 덩어리를 가볍게 잡아당기는 파워를 지닌 포켓몬이다. 탁해진 물속도 들여다볼 수 있는 시력을 지녔다.대짱이는 파도 소리나 바닷바람의 아주 작은 차이를 지느러미로 감지하여 태풍을 예감한다. 태풍이 불면 바위를 쌓아서 둥지를 지킨다.,"물,땅","괴수,수중1"
260,260,9,포챠나,움직이는 것을 발견하면 바로 문다. 먹이가 기진맥진해질 때까지 쫓아다니지만 반격당하면 뒷걸음치기도 한다.무엇이든 먹는 잡식성인 포켓몬이다. 몸에 비해 큰 이빨이 특징이다. 꼬리의 털을 세우고 적을 위협한다.어금니를 향하여 격렬하게 적을 위협한다. 도망가는 상대는 끈질기게 쫒아간다.반격을 가하면 꼬리를 내리고 도망간다.예민한 후각으로 노린 사냥감은 절대로 놓치지 않는다. 무척 끈질긴 성격이다.집요한 성격의 포켓몬이다. 점찍은 먹이가 기진맥진 지칠 때까지 뒤쫓아간다.노리는 먹이가 기진맥진 지칠 때까지 뒤쫓아가지만 반격당하면 뒷걸음질친다.집요한 성격의 포켓몬이다. 점찍은 먹이가 기진맥진 지칠 때까지 뒤쫓아간다.움직이는 것을 발견하면 바로 문다. 먹이가 기진맥진해질 때까지 쫓아다니지만 반격당하면 뒷걸음치기도 한다.무엇이든 먹는 잡식성인 포켓몬이다. 몸에 비해 큰 이빨이 특징이다. 꼬리의 털을 세우고 적을 위협한다.,악,육상
261,261,10,그라에나,사납게 으르렁거리는 소리를 내며 자세를 낮추고 있는 것은 공격의 전조이다. 날카롭고 뾰족한 이빨로 덥석 문다.그룹으로 행동하던 야생의 피가 남아 있어서 우수한 트레이너만을 리더로서 인정하고 명령을 따른다.야생의 그라에나는 무리로 행동한다. 리더의 명령에는 절대적으로 거역하지 않는다.일사불란한 팀워크로 적을 쓰러트린다.우수한 트레이너의 명령에는 절대복종한다. 먼 옛날 무리를 지어 행동했던 영향이다.무리를 이루어 먹이를 바싹 몰아넣는다. 우수한 트레이너의 명령에는 절대로 거역하지 않는다.10마리 정도의 무리를 이루어 한 치의 흐트러짐 없는 팀웍으로 먹이를 쫓아 꼼짝 못하게 한다.무리를 이루어 먹이를 바싹 몰아넣는다. 우수한 트레이너의 명령에는 절대로 거역하지 않는다.우수한 트레이너의 명령에는 절대복종한다. 먼 옛날 무리를 지어 행동했던 영향이다.10마리 정도의 무리를 이루어 한 치의 흐트러짐 없는 팀워크로 먹이를 쫓아 꼼짝 못하게 된다.사납게 으르렁거리는 소리를 내며 자세를 낮추고 있는 것은 공격의 전조이다. 날카롭고 뾰족한 이빨로 덥석 문다.그룹으로 행동하던 야생의 피가 남아 있어서 우수한 트레이너만을 리더로서 인정하고 명령을 따른다.,악,육상
262,262,11,지그제구리,항상 이쪽저쪽 지그재그로 걷는 것은 호기심이 매우 강해서눈에 비친 여러 가지 것들에 흥미를 느끼기 때문이다.등의 뻣뻣한 털을 나무에 문질러서 자신의 영역이란 표시를 해둔다. 죽은 척 하며 적의 눈을 속인다.코를 땅에 붙여서 이곳 저곳으로 왔다 갔다 언제나 무엇인가를 찾고 있다.지그재그로 나아가는 발자국이 특징이다.호기심이 왕성한 포켓몬. 무엇이든지 흥미를 가지므로 항상 지그재그로 걷고 있다.지그재그로 걸어서 풀숲이나 땅에 묻혀있는 보물을 찾아내는 것이 특기인 포켓몬이다.여러 가지에 관심을 보이며 오른쪽 왼쪽 지그재그로 걷는다.물건을 찾는 것이 특기인 포켓몬이다.지그재그로 걸어서 풀숲이나 땅에 묻혀 있는 보물을 찾아내는 것이 특기인 포켓몬이다.호기심이 왕성한 포켓몬. 무엇이든지 흥미를 가지므로 항상 지그재그로 걷고 있다.항상 이쪽저쪽 지그재그로 걷는 것은 호기심이 매우 강해서눈에 비친 여러 가지 것들에 흥미를 느끼기 때문이다.등의 뻣뻣한 털을 나무에 문질러서 자신의 영역이란 표시를 해둔다. 죽은 척 하며 적의 눈을 속인다.,노말,육상
263,263,12,직구리,똑바로 힘껏 달리며 장애물이 있을 때는 직각으로 꺾어서 피한다.완만하게 굽은 길은 달리는 데 매우 서툴다.먹이를 쫓아 일직선으로 질주한다. 시속 100km를 넘는 스피드를 내지만 한 번 급정지하지 않으면 꺾을 수 없다.똑바르게 달릴 뿐이라면 무척 빠르다. 연못에 사는 사냥감을 수면으로부터 발견하면재빠르게 뛰어들어 날카로운 손톱으로 붙잡는다.똑바르게 달리는 때는 시속 100km가 넘지만 커브길을 달리는 것이 서툴다.시속 100km로 먹이를 덮치지만 똑바로밖에 달릴 수 없어서 실패할 때도 많다.똑바로 달리는 스피드는 시속 100km를 가볍게 넘는다. 휘어진 길은 매우 서툴다.시속 100km로 먹이를 덮치지만 똑바로밖에 달릴 수 없어서 실패할 때도 많다.똑바로 달리는 스피드는 100km를 가볍게 넘는다. 휘어진 길은 매우 서툴다.시속 100km로 먹이를 덮치지만 똑바로밖에 달릴 수 없어서 실패할 때도 많다.똑바로 힘껏 달리며 장애물이 있을 때는 직각으로 꺾어서 피한다.완만하게 굽은 길은 달리는 데 매우 서툴다.먹이를 쫓아 일직선으로 질주한다. 시속 100km를 넘는 스피드를 내지만 한 번 급정지하지 않으면 꺾을 수 없다.,노말,육상
264,264,13,개무소,엉덩이의 가시로 나무의 껍질을 벗기고 배어 나온 수액을 식량으로 삼는다.흡반이 달린 다리는 유리에서도 미끄러지지 않는다.먹이로 삼으려고 다가온 스왈로에게 엉덩이의 가시를 들이밀고 저항한다. 배어 나온 독으로 상대를 약하게 만든다.나무의 가지에 붙어있는 나뭇잎을 먹는다.입으로부터 나오는 실은 공기에 닿으면 끈적끈적해져서 적의 움직임을 무디게 할 수 있다.풀숲이나 숲에 서식. 적에게 위협당할 때는 독침을 향해서 퇴치한다.잎사귀를 매우 좋아한다. 찌르꼬에 습격당했을 때는 엉덩이의 가시로 물리친다.입에서 내는 하얀 실은 공기에 닿으면 끈적끈적해져서 상대의 움직임을 봉쇄한다.새 포켓몬에게 자주 표적이 되지만 엉덩이의 가시에서 독을 내서 필사적으로 저항한다.숲과 수풀에 서식한다. 적에게 습격당했을 때는 엉덩이의 독가시로 대항한다.새 포켓몬에게 자주 표적이 되지만 엉덩이의 가시에서 독을 내서 필사적으로 저항한다.잎사귀를 매우 좋아한다. 찌르꼬에게 습격당했을 때는 엉덩이의 가시로 물리친다.숲과 수풀에 서식한다. 적에게 습격당했을 때는 엉덩이의 독가시로 대항한다.엉덩이의 가시로 나무의 껍질을 벗기고 배어 나온 수액을 식량으로 삼는다.흡반이 달린 다리는 유리에서도 미끄러지지 않는다.먹이로 삼으려고 다가온 스왈로에게 엉덩이의 가시를 들이밀고 저항한다. 배어 나온 독으로 상대를 약하게 만든다.,벌레,벌레
265,265,14,실쿤,떨어지지 않도록 실을 가지에 휘감아서 몸을 지탱하며 진화를 기다리고있다.작은 구멍을 통해 밖의 상황을 살핀다.진화할 때까지 아무것도 먹지 않고 참는 것으로 여겨져 왔으나 아무래도 실에 맺힌 빗방울로 갈증을 푸는 것 같다.개무소일 때에 갉아먹은 에너지를 사용해서 진화를 준비하고 있다.2개의 눈으로 주위의 상황을 엿본다.할 수 있는 한 움직여서 에너지를 갉아먹는다. 약간의 빗물로 진화의 때를 기다리고 있다.몸에서 나오는 실을 가지에 휘감아서 떨어지지 않게 고정한다.가만히 꼼짝 않고 진화를 기다린다.실에 붙은 아침 이슬을 마시고 진화할 때를 기다린다. 단단한 고치가 공격을 막는다.실을 나뭇가지에 휘감고 있다. 실에 붙은 빗물을 마시며 진화할 때를 기다리고 있다.나뭇가지에 실을 휘감아 떨어지지 않게 몸을 지탱한다. 꼼짝 않고 진화할 때를 기다린다.실을 나뭇가지에 휘감고 있다. 실에 붙은 빗물을 마시며 진화할 때를 기다리고 있다.떨어지지 않도록 실을 가지에 휘감아서 몸을 지탱하며 진화를 기다리고있다.작은 구멍을 통해 밖의 상황을 살핀다.진화할 때까지 아무것도 먹지 않고 참는 것으로 여겨져 왔으나 아무래도 실에 맺힌 빗방울로 갈증을 푸는 것 같다.,벌레,벌레
266,266,15,뷰티플라이,달콤한 꽃가루를 매우 좋아하는 포켓몬이다.꽃이 핀 화분을 창가에 두면 꽃가루를 모으려고 반드시 날아온다.둥글게 말린 바늘같이 생긴 긴 입은 꽃가루를 모을 때 매우 편리하다. 봄바람을 타고 꽃가루를 모으러 돌아다닌다.컬러풀한 날개무늬가 특징. 꽃가루를 모으기 위해 꽃밭에 모여든다.화가 나 공격을 하면 매우 격해진다.모습과 어울리지 않게 공격적인 성격. 포착한 상대를 긴 입으로 찔러 싸운다.가늘고 긴 입을 깊이 찔러 상대의 체액을 흡수한다. 공격적인 성격이다.꽃밭에 꽃이 활짝 피게 되면 꽃가루를 모아서 날아다닌다. 모습에 어울리지 않게 난폭하다.보기와는 다르게 공격적이며 꽃가루 모으기를 방해하면 가늘고 긴 입으로 찌른다.색이 선명한 날개 모양이 특징이다. 가는 입을 뻗어 꽃의 달콤한 꿀을 흡수한다.보기와는 다르게 공격적이며 꽃가루 모으기를 방해하면 가늘고 긴 입을 찌른다.보기와는 다르게 공격적이며 꽃가루 모으기를 방해하면 가늘고 긴 입으로 찌른다.달콤한 꽃가루를 매우 좋아하는 포켓몬이다.꽃이 핀 화분을 창가에 두면 꽃가루를 모으려고 반드시 날아온다.둥글게 말린 바늘같이 생긴 긴 입은 꽃가루를 모을 때 매우 편리하다. 봄바람을 타고 꽃가루를 모으러 돌아다닌다.,"벌레,비행",벌레
